Accession	Organism_Name	Species	Genus	Family	Genotype	Isolate	Segment	Length	Country	Host	Tissue_Specimen_Source	Collection_Date	Release_Date	Molecule_type
OM892680	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		S21		6384	USA	Solanum lycopersicum	plant leaf	2018-11	2022-12-24	ssRNA(+)
OM892681	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		S23		6357	USA	Solanum lycopersicum	plant leaf	2018-11	2022-12-24	ssRNA(+)
OM892682	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		S24		6371	USA	Solanum lycopersicum	plant leaf	2018-11	2022-12-24	ssRNA(+)
OM892683	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		S25		6392	USA	Solanum lycopersicum	plant leaf	2018-11	2022-12-24	ssRNA(+)
OM892684	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		S26		6384	Mexico	Solanum lycopersicum	plant leaf	2018-11	2022-12-24	ssRNA(+)
OM892685	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		S27		6380	Mexico	Solanum lycopersicum	plant leaf	2018-11	2022-12-24	ssRNA(+)
OM892686	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		S28		6383	Mexico	Solanum lycopersicum	plant leaf	2018-11	2022-12-24	ssRNA(+)
OM892687	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		S29		6383	Mexico	Solanum lycopersicum	plant leaf	2018-11	2022-12-24	ssRNA(+)
OM892688	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		S30		6393	Mexico	Solanum lycopersicum	plant leaf	2018-11	2022-12-24	ssRNA(+)
OM892689	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		S31		6384	Mexico	Solanum lycopersicum	plant leaf	2018-11	2022-12-24	ssRNA(+)
OM892690	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		S32		6386	Mexico	Solanum lycopersicum	plant leaf	2018-11	2022-12-24	ssRNA(+)
OM892691	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		S33		6384	Mexico	Solanum lycopersicum	plant leaf	2018-11	2022-12-24	ssRNA(+)
OM810270	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TR-49		824	Turkey	Solanum lycopersicum		2020	2022-12-18	ssRNA(+)
OM810271	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TR-68		824	Turkey	Solanum lycopersicum		2021	2022-12-18	ssRNA(+)
OM810272	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TR-73		824	Turkey	Solanum lycopersicum		2021	2022-12-18	ssRNA(+)
OM810273	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TR-74		824	Turkey	Solanum lycopersicum		2021	2022-12-18	ssRNA(+)
OM810274	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TR-79		824	Turkey	Capsicum		2021	2022-12-18	ssRNA(+)
OM810275	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TR-80		824	Turkey	Solanum lycopersicum		2021	2022-12-18	ssRNA(+)
OM810276	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TR-90		824	Turkey	Capsicum		2021	2022-12-18	ssRNA(+)
OM810277	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TR-94		824	Turkey	Solanum lycopersicum		2021	2022-12-18	ssRNA(+)
OM810278	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TR-105		824	Turkey	Solanum lycopersicum		2021	2022-12-18	ssRNA(+)
OM810279	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TR-108		824	Turkey	Solanum lycopersicum		2021	2022-12-18	ssRNA(+)
OM501084	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		IRYZD-TOM		837	Iran	Solanum lycopersicum		2021-09-18	2022-12-13	ssRNA(+)
OM501085	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		IRYZD-DTU		793	Iran	Datura stramonium		2021-09-18	2022-12-13	ssRNA(+)
OP413740	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		PP1		6370	Czech Republic	Solanum lycopersicum		2020	2022-11-21	ssRNA(+)
OP009331	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Jo-Amr		872	Jordan	Amaranthus retroflexus	plant leaf	2019	2022-10-08	ssRNA(+)
OP009332	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Jo-Betv		872	Jordan	Beta vulgaris	plant leaf	2019	2022-10-08	ssRNA(+)
OP009333	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Jo-Chem		872	Jordan	Chenopodiastrum murale	plant leaf	2019	2022-10-08	ssRNA(+)
OP009334	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Jo-Coro		662	Jordan	Corchorus olitorius	plant leaf	2019	2022-10-08	ssRNA(+)
OP009335	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Jo-Conc		872	Jordan	Erigeron canadensis	plant leaf	2019	2022-10-08	ssRNA(+)
OP009336	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Jo-Malp		872	Jordan	Malva parviflora	plant leaf	2019	2022-10-08	ssRNA(+)
OP009337	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Jo-Oxac		872	Jordan	Oxalis corniculata	plant leaf	2019	2022-10-08	ssRNA(+)
OP009338	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Jo-Poro		872	Jordan	Portulaca oleracea	plant leaf	2019	2022-10-08	ssRNA(+)
OP009339	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Jo-Taro		872	Jordan	Taraxacum officinale	plant leaf	2019	2022-10-08	ssRNA(+)
OP009340	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Jo-Vers		872	Jordan	Veronica syriaca	plant leaf	2019	2022-10-08	ssRNA(+)
OP009341	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Jo-Soln		872	Jordan	Solanum nigrum	plant leaf	2021	2022-10-08	ssRNA(+)
OP009342	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		JoNS-Soln		6383	Jordan	Solanum nigrum	plant leaf	2021-10-16	2022-10-08	ssRNA(+)
OP066373	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Jo-Sole		850	Jordan	Solanum elaeagnifolium	plant leaf	2021-08-08	2022-10-08	ssRNA(+)
OM807073	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Jol-F-2022		416	Iran	Solanum lycopersicum		2022	2022-10-04	ssRNA(+)
OM386673	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Zar-Kp		633	Iran	Capsicum annuum		2021	2022-10-01	ssRNA(+)
OK339579	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Mex2_26r		6265	Mexico	Solanum lycopersicum		2020-09-18	2022-09-25	ssRNA(+)
OP150933	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Conv-01		560	Italy	Convolvulus arvensis		2023-06-03	2022-09-12	ssRNA(+)
OP150934	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Poly-01		560	Italy	Polycarpon tetraphyllum		2023-06-03	2022-09-12	ssRNA(+)
OP193999	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Conv-02		560	Italy	Convolvulus arvensis		2023-06-03	2022-09-12	ssRNA(+)
OP194000	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Poly-02		560	Italy	Polycarpon tetraphyllum		2023-06-03	2022-09-12	ssRNA(+)
OK624678	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Tom-BA21		6392	Italy	Solanum lycopersicum		2021-05-25	2022-08-31	ssRNA(+)
OM515230	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		2020022423		6375	Netherlands	Solanum lycopersicum		2020-04-22	2022-07-14	ssRNA(+)
OM515231	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		2020015323_A		6373	United Kingdom	Solanum lycopersicum	plant leaf	2020-04-28	2022-07-14	ssRNA(+)
OM515232	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		2020015323_B		6373	United Kingdom	Solanum lycopersicum	plant leaf	2020-04-28	2022-07-14	ssRNA(+)
OM515233	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36364500_1		6369	Peru	Solanum lycopersicum		2020-08-05	2022-07-14	ssRNA(+)
OM515234	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40732126_3		6371	Israel	Capsicum annuum		2020-11-02	2022-07-14	ssRNA(+)
OM515235	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40732089_3		6335	Peru	Solanum lycopersicum		2020-11-24	2022-07-14	ssRNA(+)
OM515236	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002221_2		6377	Netherlands	Solanum lycopersicum		2020-12-10	2022-07-14	ssRNA(+)
OM515237	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		6166394_2		6377	Israel	Solanum lycopersicum		2021-01-15	2022-07-14	ssRNA(+)
OM515238	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39986161		6378	Netherlands	Solanum lycopersicum	plant leaf	2021-01-13	2022-07-14	ssRNA(+)
OM515239	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39986153_A-1		6370	Netherlands	Solanum lycopersicum	plant leaf	2021-01-27	2022-07-14	ssRNA(+)
OM515240	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39986217_1		6373	Netherlands	Solanum lycopersicum	plant leaf	2021-03-04	2022-07-14	ssRNA(+)
OM515241	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39986225_1		6387	Netherlands	Solanum lycopersicum	plant leaf	2021-03-04	2022-07-14	ssRNA(+)
OM515242	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39986268		6390	Netherlands	Solanum lycopersicum	plant leaf	2021-03-11	2022-07-14	ssRNA(+)
OM515243	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		5678670		6376	Netherlands	Solanum lycopersicum		2021-04-08	2022-07-14	ssRNA(+)
OM515244	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39986241		6390	Netherlands	Solanum lycopersicum	plant leaf	2021-03-24	2022-07-14	ssRNA(+)
OM515245	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39986372		6472	Netherlands	Solanum lycopersicum	plant leaf	2021-04-12	2022-07-14	ssRNA(+)
OM515246	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39986364		6374	Netherlands	Solanum lycopersicum	plant leaf	2021-04-12	2022-07-14	ssRNA(+)
OM515247	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39986411		6351	Netherlands	Solanum lycopersicum	plant leaf	2021-04-14	2022-07-14	ssRNA(+)
OM515248	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		38950951		6366	Netherlands	Solanum lycopersicum		2021-04-02	2022-07-14	ssRNA(+)
OM515249	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002019		6376	Netherlands	Solanum lycopersicum	plant leaf	2021-06-17	2022-07-14	ssRNA(+)
OM515250	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		41106792		6371	Israel	Solanum lycopersicum		2021-06-21	2022-07-14	ssRNA(+)
OM515251	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002086		6376	Netherlands	Solanum lycopersicum	plant leaf	2021-06-22	2022-07-14	ssRNA(+)
OM515252	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002094		6376	Netherlands	Solanum lycopersicum	plant leaf	2021-06-23	2022-07-14	ssRNA(+)
OM515253	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40001964		6376	Netherlands	Solanum lycopersicum	plant leaf	2021-06-23	2022-07-14	ssRNA(+)
OM515254	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40001817		6376	Netherlands	Solanum lycopersicum	plant leaf	2021-06-23	2022-07-14	ssRNA(+)
OM515255	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40001753		6376	Netherlands	Solanum lycopersicum	plant leaf	2021-06-23	2022-07-14	ssRNA(+)
OM515256	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		41106813		6361	China	Solanum lycopersicum		2021-07-05	2022-07-14	ssRNA(+)
OM515257	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		41108448		6367	Israel	Solanum lycopersicum		2021-05-20	2022-07-14	ssRNA(+)
OM515258	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		41108421		6376	Peru	Solanum lycopersicum		2021-05-10	2022-07-14	ssRNA(+)
OM515259	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002289		6375	Netherlands	Solanum lycopersicum	plant leaf	2021-05-27	2022-07-14	ssRNA(+)
OM515260	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002270		6368	Netherlands	Solanum lycopersicum	plant leaf	2021-05-28	2022-07-14	ssRNA(+)
OM515261	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39474756		6376	Belgium	Solanum lycopersicum		2021-06-02	2022-07-14	ssRNA(+)
OM515262	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002342		6375	Netherlands	Solanum lycopersicum	plant leaf	2021-07-12	2022-07-14	ssRNA(+)
OM515263	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002318		6313	Netherlands	Solanum lycopersicum	plant leaf	2021-06-04	2022-07-14	ssRNA(+)
OM515264	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		41903353		6376	Netherlands	Solanum lycopersicum	plant leaf	2021-07-28	2022-07-14	ssRNA(+)
OM515265	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		6165965		6375	Belgium	Solanum lycopersicum		2021-09-17	2022-07-14	ssRNA(+)
OM515266	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		41106995		6364	Israel	Solanum lycopersicum		2021-09-17	2022-07-14	ssRNA(+)
OM515267	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		41903230		6379	Netherlands	Solanum lycopersicum	plant leaf	2021-10-05	2022-07-14	ssRNA(+)
OM515268	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		41903222		6371	Netherlands	Solanum lycopersicum		2021-10-08	2022-07-14	ssRNA(+)
OM515269	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		38665691		6376	Netherlands	Solanum lycopersicum	plant leaf	2021-10-04	2022-07-14	ssRNA(+)
OM515270	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		33613331		6372	Belgium	Solanum lycopersicum		2021-10-25	2022-07-14	ssRNA(+)
OM515271	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		41849131		6356	Netherlands	Solanum lycopersicum		2021-10-29	2022-07-14	ssRNA(+)
OM515272	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		41903150		6372	Netherlands	Solanum lycopersicum		2021-10-27	2022-07-14	ssRNA(+)
OM305070	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-CH		6386	Switzerland	Solanum lycopersicum		2021-07	2022-05-15	ssRNA(+)
OL311702	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		DSMZ PV-1300		6390	Cyprus	Solanum lycopersicum			2022-04-10	ssRNA(+)
MW245714	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-20g-212		868	China	Solanum lycopersicum		2020-06-20	2022-04-04	ssRNA(+)
MW245715	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-20g-311		868	China	Solanum lycopersicum		2020-06-20	2022-04-04	ssRNA(+)
MW245716	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-19g-273		868	China	Solanum lycopersicum		2020-06-20	2022-04-04	ssRNA(+)
MW245717	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-19g-770		868	China	Solanum lycopersicum		2020-06-20	2022-04-04	ssRNA(+)
MW245718	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-19g-850		868	China	Solanum lycopersicum		2020-06-20	2022-04-04	ssRNA(+)
MW245719	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-19g-946		868	China	Solanum lycopersicum		2020-06-20	2022-04-04	ssRNA(+)
MW245720	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-20-YL		867	China	Solanum lycopersicum		2020-06-20	2022-04-04	ssRNA(+)
OM718702	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		32527747		6379	Netherlands	Solanum lycopersicum	plant leaf	2021-07-28	2022-03-06	ssRNA(+)
OM718703	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		41903126		6368	Netherlands	Solanum lycopersicum	plant leaf	2021-08-11	2022-03-06	ssRNA(+)
OM718704	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		41903310		6369	Netherlands	Solanum lycopersicum		2021-08-30	2022-03-06	ssRNA(+)
OM718705	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		41903329		6372	Netherlands	Solanum lycopersicum	plant leaf	2021-08-24	2022-03-06	ssRNA(+)
OM718706	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		32527405		6364	Netherlands	Solanum lycopersicum	plant leaf	2021-07-28	2022-03-06	ssRNA(+)
OL763428	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Al-B		633	Albania	Solanum lycopersicum		2021-10-03	2022-03-01	ssRNA(+)
OL763429	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Al-F		633	Albania	Solanum lycopersicum		2021-10-03	2022-03-01	ssRNA(+)
OK483340	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ZAR-K-20		428	Iran	Solanum lycopersicum		2021	2022-01-31	ssRNA(+)
OK483341	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ZAR-K-10		427	Iran	Solanum lycopersicum		2021	2022-01-31	ssRNA(+)
MT990404	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Yucatan		358	Mexico	Capsicum chinense	plant leaf	2018-12	2022-01-24	ssRNA(+)
MZ542763	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV LSV2020.13.5		850	France	Solanum lycopersicum		2020-02-11	2022-01-18	ssRNA(+)
MZ945419	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		GBVC_ToBRFV_01		6391	Belgium	Solanum lycopersicum	plant leaf	2020-10-12	2021-12-26	ssRNA(+)
MZ945420	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		GBVC_ToBRFV_02		6379	Belgium	Solanum lycopersicum	plant leaf	2020-12-17	2021-12-26	ssRNA(+)
MW284987	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		22006291-H		6390	France	Solanum lycopersicum		2020	2021-12-15	ssRNA(+)
MW284988	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		22006291-L		703	France	Solanum lycopersicum		2020	2021-12-15	ssRNA(+)
OK358628	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae				535	Norway	Solanum lycopersicum		2021-05	2021-11-09	ssRNA(+)
MT822525	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		M4-Mex		384	Mexico	Solanum lycopersicum		2020-04-20	2021-10-31	ssRNA(+)
MT822526	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		M6-Mex		384	Mexico	Solanum lycopersicum		2020-04-20	2021-10-31	ssRNA(+)
MZ130501	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-SA-F8		696	Saudi Arabia	Solanum lycopersicum		2021-04-03	2021-10-31	ssRNA(+)
MZ130502	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-SA-L10		696	Saudi Arabia	Solanum lycopersicum		2021-01-31	2021-10-31	ssRNA(+)
MZ130503	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-SA-24		696	Saudi Arabia	Solanum lycopersicum		2021-04-03	2021-10-31	ssRNA(+)
MW349655	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TBRFV-MX-CP		6379	Mexico	Capsicum annuum		2020-08	2021-10-25	ssRNA(+)
MT826954	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV_Sinaloa_S		388	Mexico	Solanum lycopersicum		2020-03-21	2021-10-13	ssRNA(+)
MT826955	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV_Sinaloa_F		384	Mexico	Solanum lycopersicum		2020-03-21	2021-10-13	ssRNA(+)
OK075081	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Iran-1		810	Iran	Solanum lycopersicum		2021-08-15	2021-10-13	ssRNA(+)
OU600529	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		SYRAK_03		457	Syria	Capsicum annuum	plant leaf	2020-03	2021-09-14	ssRNA(+)
OU600530	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		LEBRAK_06		457	Lebanon	Capsicum annuum	plant leaf	2020-01	2021-09-14	ssRNA(+)
MZ323110	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Tom2-Jo		6394	Jordan	Solanum lycopersicum		2018-08	2021-09-07	ssRNA(+)
MZ438228	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Tom2M-Jo		6394	Jordan	Solanum habrochaites		2020-10	2021-09-07	ssRNA(+)
MZ202349	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		DSMZ PV-1241		6390	Israel	Solanum lycopersicum			2021-08-01	ssRNA(+)
MZ447794	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		SyT36a		881	Syria	Solanum lycopersicum	plant leaf	2020-11	2021-08-01	ssRNA(+)
MZ447795	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		SyT36b		881	Syria	Solanum lycopersicum	plant leaf	2020-11	2021-08-01	ssRNA(+)
MZ447796	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		SyT4		881	Syria	Solanum lycopersicum	plant leaf	2020-11	2021-08-01	ssRNA(+)
MZ004925	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Y2020-3		6390	China	Solanum lycopersicum		2020-10-19	2021-07-26	ssRNA(+)
MT018320	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-SD		6392	China	Solanum lycopersicum		2019	2021-07-16	ssRNA(+)
MW314091	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		6189975_2		6376	China	Solanum lycopersicum		2020-10-19	2021-06-09	ssRNA(+)
MW314092	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		32607982		6385	Egypt	Solanum lycopersicum		2019-02-18	2021-06-09	ssRNA(+)
MW314093	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		33314313_B		6379	Egypt	Solanum lycopersicum		2019-11-18	2021-06-09	ssRNA(+)
MW314094	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		33314743		6390	Egypt	Solanum lycopersicum		2019-11-25	2021-06-09	ssRNA(+)
MW314095	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		33837271_1		6376	Netherlands	Solanum lycopersicum	plant leaf	2020-02-28	2021-06-09	ssRNA(+)
MW314096	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		33837271_2		6376	Netherlands	Solanum lycopersicum	plant leaf	2020-02-28	2021-06-09	ssRNA(+)
MW314097	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		33837296_1		6378	Netherlands	Solanum lycopersicum	plant leaf	2020-02-28	2021-06-09	ssRNA(+)
